FID,C_EDPP,NUMIND,DHMOS,COMMUNE,DD,DESCRIPT,WATERNAME,PRELEV,REGION,NOMOS,PROVINCE,codeau,longitude,latitude,the_geom
2c8a3e04-2024-4b22-96d5-5168a05d1245.362,64110501,GR1270110164110501,ΣΙΘΩΝΙΑΣ,SITHONIAS,ΝΙΚΗΤΗΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΑΝΘΕΜΟΥΣ',ΕΛΙΑ 2,ELIA - HOTEL ANTHEMOUS,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.66805649,40.22777939,POINT (471609.95474812656 4452805.223894757)
2c8a3e04-2024-4b22-96d5-5168a05d1245.363,64110701,GR1270110164110701,ΣΙΘΩΝΙΑΣ,SITHONIAS,ΝΙΚΗΤΗΣ,ΞΕΝΟΔΟΧΕΙΟ 'PORFI',ΜΑΚΡΥΑ ΛΑΓΚΑΔΑ,MAKRYA LAGADA - HOTEL PORFI,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.66666603,40.22499847,POINT (471490.62542886304 4452497.321068213)
2c8a3e04-2024-4b22-96d5-5168a05d1245.364,64110901,GR1270110164110901,ΣΙΘΩΝΙΑΣ,SITHONIAS,ΝΙΚΗΤΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ ΞΕΝΟΔΟΧΕΙΟ 'LAGOMANDRA',ΛΑΓΟΜΑΝΔΡΑ,LAGOMANDRA - HOTEL 'LAGOMANDRA',KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.77083397,40.11666489,POINT (480322.00702614104 4440444.872016179)
2c8a3e04-2024-4b22-96d5-5168a05d1245.365,64111301,GR1270110464111301,ΣΙΘΩΝΙΑΣ,SITHONIAS,Ν.ΜΑΡΜΑΡΑ,"ΑΚΤΗ ΠΑΡΑΔΕΙΣΟΣ, ΡΕΓΚΟΣ VILLAGE",ΜΑΡΜΑΡΑΣ C,MARMARAS C - AKTI PARADEISOS,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.79166603,40.09027863,POINT (482090.51464206266 4437511.508488364)
2c8a3e04-2024-4b22-96d5-5168a05d1245.366,64111502,GR1270110164111502,ΣΙΘΩΝΙΑΣ,SITHONIAS,,ΔΩΔΩΝΗ,ΝΙΚΗΤΗ-ΚΟΙΝΟΤΙΚΗ ΠΛΑΖ,NIKITI - KOINOTIKI PLAZ - DODONI,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.66722298,40.21527863,POINT (471533.7977519966 4451418.045404336)
2c8a3e04-2024-4b22-96d5-5168a05d1245.367,94190301,GR4340190194190301,ΚΡΗΤΗ-ΠΕΛΕΚΑΝΟΥ,PELEKANOU,ΚΡΗΤΗ-ΠΑΛΑΙΟΧΩΡΑ,ΜΕΣΟΝ ΑΚΤΗΣ,ΛΙΜΝΑΚΙ,LIMNAKI,KRITI,ΧΑΝΙΩΝ,Chania,1,23.67944527,35.23583221,POINT (470683.21563995775 3898954.5140584907)
2c8a3e04-2024-4b22-96d5-5168a05d1245.368,82080401,GR4220080182080401,ΙΟΣ-ΙΗΤΩΝ,IOU,ΙΟΣ-ΙΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΙΟΣ-ΚΟΥΜΠΑΡΑ,KOUMPARA,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,25.25833321,36.72638702,POINT (612214.899346253 4064969.839469599)
2c8a3e04-2024-4b22-96d5-5168a05d1245.369,22130102,GR2220130122130102,ΚΕΡΚΥΡΑ-ΦΑΙΑΚΩΝ,FAIAKON,ΚΕΡΚΥΡΑ-Κ.ΚΟΡΑΚΙΑΝΑ,EDEM BAR,ΔΑΣΙΑ,DASIA - EDEM BAR,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.84666634,39.68388748,POINT (143633.44714988358 4400637.9217269225)
2c8a3e04-2024-4b22-96d5-5168a05d1245.370,06070501,GR2440070106070501,ΔΑΦΝΟΥΣΙΩΝ,DAFNOUSION,ΛΙΒΑΝΑΤΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΛΙΒΡΙΧΙΟ,LIVRICHIO,STEREA ELLADA,ΦΘΙΩΤΙΔΑΣ,Fthiotida,1,23.03750038,38.7480545,POINT (416209.7865463297 4288970.932116535)
2c8a3e04-2024-4b22-96d5-5168a05d1245.371,54030201,GR1220030154030201,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,AGIOU GEORGIOU,ΑΣΠΡΟΒΑΛΤΑΣ,ΕΝΑΝΤΙ  CAMPING EOT,ΑΣΠΡΟΒΑΛΤΑ 1(ΣΕΡΑΙΚΗ),ASPROVALTA - CAMPING EOT,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,23.70000076,40.70000076,POINT (474505.7318857107 4505212.262408812)
2c8a3e04-2024-4b22-96d5-5168a05d1245.372,82180201,GR4220180182180201,ΣΙΦΝΟΣ-ΣΙΦΝΟΥ,SIFNOU,ΣΙΦΝΟΣ-ΑΠΟΛΛΩΝΙΑΣ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΣΙΦΝΟΣ-ΠΛΑΤΥΣ ΓΙΑΛΟΣ,PLATYS GIALOS,NOTIO AIGAIO,ΚΥΚΛΑΔΩΝ,Kyklades,1,24.73333359,36.94666672,POINT (565145.8423289744 4088918.7019592864)
2c8a3e04-2024-4b22-96d5-5168a05d1245.373,91070701,GR4310070491070701,ΚΡΗΤΗ-ΓΑΖΙΟΥ,GAZIOU,ΚΡΗΤΗ-ΡΟΔΙΑΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ ΑΚΤH ΖΕΥΣ/APOLLONIA BEACH,ΛΙΝΟΠΕΡΑΜΑΤΑ,LINOPERAMATA  - HOTEL AKTI ZEYS/APOLLONIA,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.05500031,35.3433342,POINT (595719.1748790748 3911339.9675078364)
2c8a3e04-2024-4b22-96d5-5168a05d1245.374,91071101,GR4310070591071101,ΚΡΗΤΗ-ΓΑΖΙΟΥ,GAZIOU,ΚΡΗΤΗ-ΦΟΔΕΛΕ,"ΑΡΙΣΤΕΡΟ ΑΚΡΟ,ΠΛΗΣΙΟΝ ΞΕΝ.'FODELE BEACH'",ΦΟΔΕΛΕ,FODELE  - HOTEL FODELE BEACH,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,24.95472145,35.40416718,POINT (586541.4467695409 3917994.5207197065)
2c8a3e04-2024-4b22-96d5-5168a05d1245.375,91100301,GR4310100191100301,ΚΡΗΤΗ-ΓΟΥΒΩΝ,GOUVON,ΚΡΗΤΗ-ΓΟΥΒΕΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΜΑΡΙΝΑ',ΓΟΥΒΕΣ 2,GOUVES  - HOTEL MARINA,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.30944443,35.33833313,POINT (618849.2591292931 3911061.4221511013)
2c8a3e04-2024-4b22-96d5-5168a05d1245.376,91170401,GR4310170191170401,ΚΡΗΤΗ-ΜΑΛΙΩΝ,MALION,ΚΡΗΤΗ-ΜΑΛΙΩΝ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'GRETAN MALIA PARK',ΠΟΤΑΜΟΣ,POTAMOS  -  HOTEL 'GRETAN MALIA PARK',KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.49666595,35.30166626,POINT (635926.2303803597 3907235.6512235976)
2c8a3e04-2024-4b22-96d5-5168a05d1245.377,43120101,GR1430120443120101,ΜΗΛΕΩΝ,MILEON,ΚΑΛΩΝ ΝΕΡΩΝ,ΕΜΠΡΟΣΘΕΝ ΠΡΟΒΛΗΤΑΣ,ΚΑΛΑ ΝΕΡΑ,KALA NERA - PROVLITA,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.12333298,39.28333282,POINT (424240.9468096367 4348298.230820323)
2c8a3e04-2024-4b22-96d5-5168a05d1245.378,43120103,GR1430120443120103,ΜΗΛΕΩΝ,MILEON,ΚΑΛΩΝ ΝΕΡΩΝ,ΝΟΤΙΑ 50 ΜΕΤΡΑ ΑΠΟ ΓΕΦΥΡΑΚΙ,ΚΑΛΑ ΝΕΡΑ,KALA NERA - 50M NOTIA APO GEFYRAKI,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.12333298,39.28333282,POINT (424240.9468096367 4348298.230820323)
2c8a3e04-2024-4b22-96d5-5168a05d1245.379,43120104,GR1430120443120104,ΜΗΛΕΩΝ,MILEON,ΚΑΛΩΝ ΝΕΡΩΝ,ΕΓΚΑΤΑΣΤΑΣΕΙΣ ΚΑΑΥ (ΘΕΡΕΤΡΟ ΑΞΙΩΜΑΤΙΚΩΝ ),ΚΑΛΑ ΝΕΡΑ,KALA NERA - THERETRO AXIOMATIKON KAAY,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.12333298,39.28333282,POINT (424240.9468096367 4348298.230820323)
2c8a3e04-2024-4b22-96d5-5168a05d1245.380,43120401,GR1430120243120401,ΜΗΛΕΩΝ,MILEON,ΑΓ.ΓΕΩΡΓΙΟΥ ΝΗΛΕΙΑΣ,ΕΝΑΝΤΙ CAMPING,ΣΥΚΙΑ,SYKIA - CAMPING,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.09666634,39.31000137,POINT (421970.6112441531 4351280.359225321)
2c8a3e04-2024-4b22-96d5-5168a05d1245.381,43130101,GR1430130243130101,ΜΟΥΡΕΣΙΟΥ,MOURESIOU,ΑΓ.ΔΗΜΗΤΡΙΟΥ ΠΗΛΙΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'KΕΛΛΥ',ΑΓ.ΙΩΑΝΝΗΣ,AGIOS IOANNIS - HOTEL KELLY,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.16666603,39.41166687,POINT (428109.7483722855 4362505.516694447)
2c8a3e04-2024-4b22-96d5-5168a05d1245.382,43130102,GR1430130243130102,ΜΟΥΡΕΣΙΟΥ,MOURESIOU,ΑΓ.ΔΗΜΗΤΡΙΟΥ ΠΗΛΙΟΥ,ΕΣΤΙΑΤΟΡΙΟ ΑΚΤΗ,ΑΓ.ΙΩΑΝΝΗΣ,AGIOS IOANNIS - ESTIATORIO AKTI,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.16666603,39.41166687,POINT (428109.7483722855 4362505.516694447)
2c8a3e04-2024-4b22-96d5-5168a05d1245.383,85020301,GR4130020185020301,ΧΙΟΣ-ΑΓΙΟΥ ΜΗΝΑ,AGIOU MINA,ΧΙΟΣ-ΘΥΜΙΑΝΩΝ,ΣΚΑΛΑ ΚΑΘΟΔΟΥ,ΜΕΓΑΣ ΛΙΜΝΙΩΝΑΣ,MEGAS LIMNIONAS,VOREIO AIGAIO,ΧΙΟΥ,Chios,1,26.14416695,38.30138779,POINT (687340.7488586175 4241142.700695022)
2c8a3e04-2024-4b22-96d5-5168a05d1245.384,91071102,GR4310070591071102,ΚΡΗΤΗ-ΓΑΖΙΟΥ,GAZIOU,ΚΡΗΤΗ-ΦΟΔΕΛΕ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΦΟΔΕΛΕ,FODELE,KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,24.95638847,35.40444565,POINT (586692.5218513946 3918026.705134155)
2c8a3e04-2024-4b22-96d5-5168a05d1245.385,81140901,GR4210140181140901,ΚΩΣ-ΚΩ,KO,ΚΩΣ-ΚΩ,Α.Β.Ι.Κ.Ω.(ΜΥΛΟΣ),ΚΩΣ-ΚΡΗΤΙΚΑ 2,KRITIKA  - A.V.I.K.O.,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,27.29166603,36.90833282,POINT (793127.8057763106 4089477.1513273264)
2c8a3e04-2024-4b22-96d5-5168a05d1245.386,83060101,GR4110060183060101,ΛΕΣΒΟΣ-ΕΡΕΣΟΥ-ΑΝΤΙΣΣ,ERESOU,ΛΕΣΒΟΣ-ΕΡΕΣΟΥ,YELLOW BAR,ΣΚΑΛΑ ΕΡΕΣΟΥ,SCALA ERESOU - BAR 'YELLOW',VOREIO AIGAIO,ΛΕΣΒΟΥ,Lesvos,1,25.92333412,39.13666534,POINT (666081.7512316415 4333416.906463732)
2c8a3e04-2024-4b22-96d5-5168a05d1245.387,11060501,GR2510060311060501,ΕΡΜΙΟΝΗΣ,ERMIONIS,ΘΕΡΜΗΣΙΑ,"ΘΕΡΜΗΣΙΑ,ΚΕΝΤΡΟ ΑΚΤΗΣ",ΠΛΕΠΗ-PORTO HYDRA,PLEPI - PORTO YDRA,PELOPONNISOS,ΑΡΓΟΛΙΔΑΣ,Argolida,1,23.35000038,37.41666794,POINT (442332.51745817787 4141006.234142966)
2c8a3e04-2024-4b22-96d5-5168a05d1245.388,11080201,GR2510080411080201,ΚΡΑΝΙΔΙΟΥ,KRANIDIOU,ΠΟΡΤΟ ΧΕΛΙΟΥ,HOTEL  CAP'D'OR,ΚΟΣΤΑ,KOSTA - HOTEL CAP'D'OR,PELOPONNISOS,ΑΡΓΟΛΙΔΑΣ,Argolida,1,23.16111183,37.29861069,POINT (425501.25428737415 4128040.6308046677)
2c8a3e04-2024-4b22-96d5-5168a05d1245.389,54170401,GR1220170254170401,ΘΕΡΜΑΙΚΟΥ,THERMAIKOU,ΑΓ.ΤΡΙΑΔΑΣ,"ΠΙΚΠΑ, ΚΕΝΤΡΟ ΑΚΤΗΣ","ΑΓΙΑ ΤΡΙΑΔΑ,ΠΙΚΠΑ",AGIA TRIADA/PIKPA,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,22.8777771,40.5027771,POINT (404762.5387356847 4483881.668225972)
2c8a3e04-2024-4b22-96d5-5168a05d1245.390,15090301,GR2530092615090301,ΞΥΛΟΚΑΣΤΡΟΥ,XYLOKASTROU,ΣΥΚΕΑ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΣΥΚΙΑ,SYKIA,PELOPONNISOS,ΚΟΡΙΝΘΙΑΣ,Korinthia,1,22.6586113,38.06305695,POINT (382177.78333280474 4213372.655115887)
2c8a3e04-2024-4b22-96d5-5168a05d1245.391,64111601,GR1270110464111601,ΣΙΘΩΝΙΑΣ,SITHONIAS,Ν.ΜΑΡΜΑΡΑ,'ΣΙΘΩΝΙΑ'- 'ΜΕΛΙΤΩΝ',ΠΟΡΤΟ ΚΑΡΡΑΣ,"PORTO KARRAS - HOTEL SITHONIA,MELITON",KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.79166603,40.09027863,POINT (482090.51464206266 4437511.508488364)
2c8a3e04-2024-4b22-96d5-5168a05d1245.392,16040101,GR2540040116040101,ΒΟΙΩΝ,VOION,ΝΕΑΠΟΛΗΣ,ΠΛΑΚΑ,ΝΕΑΠΟΛΗ 1,NEAPOLI - PLAKA,PELOPONNISOS,ΛΑΚΩΝΙΑΣ,Lakonia,1,23.0672226,36.50416565,POINT (416318.3290140222 4039986.144504898)
2c8a3e04-2024-4b22-96d5-5168a05d1245.393,81011001,GR4210010181011001,ΡΟΔΟΣ-ΡΟΔΟΥ,RODOU,ΡΟΔΟΣ-ΡΟΔΟΥ,"ΞΕΝΟΔΟΧΕΙΟ SUNWING, ΑΡΙΣΤΕΡΟ ΑΚΡΟ",ΡΕΝΗ 1,RENI - HOTEL 'SUNWING',NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.23055649,36.40000153,POINT (879309.7655107188 4036348.599709868)
2c8a3e04-2024-4b22-96d5-5168a05d1245.394,81011002,GR4210010181011002,ΡΟΔΟΣ-ΡΟΔΟΥ,RODOU,ΡΟΔΟΣ-ΡΟΔΟΥ,ΔΕΞΙΟ ΑΚΡΟ,ΡΕΝΗ 1,RENI,NOTIO AIGAIO,ΔΩΔΕΚΑΝΗΣΟΥ,Dodekanisos,1,28.22777748,36.40000153,POINT (879060.4584899595 4036337.6602029926)
2c8a3e04-2024-4b22-96d5-5168a05d1245.395,92011001,GR4320010192011001,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,ΞΕΝΟΔΟΧΕΙΟ 'ΧΑΒΑΝΙΑ APTS CANDIA',"ΔΗΜ.ΑΚΤΗ,ΧΑΒΑΝΙΑ 1","CHAVANIA,DIMOTIKI AKTI 1 -  CHAVANIA APTS",KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.71444511,35.21805573,POINT (655888.434228002 3898282.4161647772)
2c8a3e04-2024-4b22-96d5-5168a05d1245.396,92011101,GR4320010192011101,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,"ΞΕΝΟΔΟΧΕΙΟ 'XABANIA BEACH,ΚΑΝΤΙΑ'","ΔΗΜ.ΑΚΤΗ,ΧΑΒΑΝΙΑ 2","CHAVANIA,DIMOTIKI AKTI -CHAVANIA BEACH CANTIA",KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.71527863,35.21250153,POINT (655974.9885115264 3897667.470528567)
2c8a3e04-2024-4b22-96d5-5168a05d1245.397,92011201,GR4320010192011201,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,ΚΕΝΤΡΟ ΔΗΜΟΤΙΚΗΣ ΑΚΤΗΣ,ΑΜΜΟΣ,DIMOTIKI AKTI AMMOU  - MESON AKTIS,KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.71444511,35.1866684,POINT (655948.5035650787 3894800.841986947)
2c8a3e04-2024-4b22-96d5-5168a05d1245.398,92011301,GR4320010392011301,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΕΛΟΥΝΤΑΣ,ΟΡΜΟΣ ΣΠΙΝΑΛΟΓΚΑΣ ΕΝΑΝΤΙ ΤΑΒΕΡΝΑΣ ΔΡΗΡΟΣ,ΔΡΗΡΟΣ,DRIROS  - ENANTI TAVERNAS DRIROS,KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.73138809,35.28972244,POINT (657292.1380914069 3906258.234324966)
2c8a3e04-2024-4b22-96d5-5168a05d1245.399,92012501,GR4320010392012501,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΕΛΟΥΝΤΑΣ,ΞΕΝΟΔΟΧΕΙΟ BLUE PALACE,ΠΛΑΚΑ,PLAKA - HOTEL BLUE PALACE,KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.72444534,35.29360962,POINT (656653.0366163417 3906678.5904872394)
2c8a3e04-2024-4b22-96d5-5168a05d1245.400,92012601,GR4320010392012601,ΚΡΗΤΗ-ΑΓ.ΝΙΚΟΛΑΟΥ,AGIOU NIKOLAOU,ΚΡΗΤΗ-ΕΛΟΥΝΤΑΣ,ΞΕΝΟΔΟΧΕΙΟ GRECOTEL ELOUNDA VILLAGE,"ΕΛΟΥΝΤΑ,ΠΗΓΑΔΑΚΙΑ","ELOUNTA,PIGADAKIA - HOTEL ELOUNTA VILLAGE",KRITI,ΛΑΣΙΘΙΟΥ,Lasithi,1,25.72500038,35.26250076,POINT (656763.6155258762 3903228.6848317864)
2c8a3e04-2024-4b22-96d5-5168a05d1245.401,34070301,GR2140071634070301,ΦΑΝΑΡΙΟΥ,FANARIOU,ΛΟΥΤΣΑΣ,ΜΥΛΟΣ,ΛΟΥΤΣΑ ΜΥΛΟΣ-ΦΛΕΒΑ,"LOUTSA - MYLOS,FLEVA",IPEIROS,ΠΡΕΒΕΖΑΣ,PREVEZA,1,20.5177784,39.18583298,POINT (199069.58699939642 4342890.538254658)
2c8a3e04-2024-4b22-96d5-5168a05d1245.402,07081001,GR2450080107081001,ΙΤΕΑΣ,ITEAS,ΙΤΕΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΑΙΑΜΙ,MAIAMI,STEREA ELLADA,ΦΩΚΙΔΑΣ,Fokida,1,22.42611122,38.42916489,POINT (362471.66488417255 4254318.944735727)
2c8a3e04-2024-4b22-96d5-5168a05d1245.403,22130101,GR2220130122130101,ΚΕΡΚΥΡΑ-ΦΑΙΑΚΩΝ,FAIAKON,ΚΕΡΚΥΡΑ-Κ.ΚΟΡΑΚΙΑΝΑ,DASIA HOTEL CHANDRIS,ΔΑΣΙΑ,DASIA - DASIA HOTEL CHANDRIS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.84666634,39.68388748,POINT (143633.44714988358 4400637.9217269225)
2c8a3e04-2024-4b22-96d5-5168a05d1245.404,24010801,GR2240010124010801,ΛΕΥΚΑΔΑ-ΛΕΥΚΑΔΟΣ,LEFKADOS,ΛΕΥΚΑΔΑ-ΛΕΥΚΑΔΑΣ,ΠΡΩΤΟΣ ΜΥΛΟΣ,ΜΥΛΟΙ,"MYLOI,GYRA",IONIA NISIA,ΛΕΥΚΑΔΑΣ,LEFKADA,1,20.70000076,38.84999847,POINT (213459.6029754954 4305020.131444717)
2c8a3e04-2024-4b22-96d5-5168a05d1245.405,24010802,GR2240010124010802,ΛΕΥΚΑΔΑ-ΛΕΥΚΑΔΟΣ,LEFKADOS,ΛΕΥΚΑΔΑ-ΛΕΥΚΑΔΑΣ,ΔΕΥΤΕΡΟΣ ΜΥΛΟΣ,ΜΥΛΟΙ,"MYLOI,GYRA",IONIA NISIA,ΛΕΥΚΑΔΑΣ,LEFKADA,1,20.70000076,38.84999847,POINT (213459.6029754954 4305020.131444717)
2c8a3e04-2024-4b22-96d5-5168a05d1245.406,93010301,GR4330010193010301,ΚΡΗΤΗ-ΡΕΘΥΜΝΗΣ,RETHYMNIS,ΚΡΗΤΗ-ΡΕΘΥΜΝΗΣ,"ΚΟΥΤΣΟΛΙΔΙ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ PEARL BEACH",ΡΕΘΥΜΝΟ 2,"RETHYMNO,KOUTSOLIDI - PEARL BEACH",KRITI,ΡΕΘΥΜΝΗΣ,Rethymni,1,24.47500038,35.36833191,POINT (543000.1396572657 3913705.4913686225)
2c8a3e04-2024-4b22-96d5-5168a05d1245.407,A2060203,GR30005401A2060203,ΒΑΡΗΣ,VARIS,ΒΑΡΗΣ,ΑΡΙΣΤ.ΑΚΡΟ ΑΚΤΗΣ ΕΝΑΝΤΙ ΚΤΙΡΙΟΥ Κ2,ΒΑΡΚΙΖΑ,"VARKIZA,EOT - KTIRIOU K2",ATTIKI,ΑΤΤΙΚΗΣ,Attiki,1,23.81444359,37.82249832,POINT (483519.84458279377 4185849.530414803)
2c8a3e04-2024-4b22-96d5-5168a05d1245.408,94180201,GR4340180294180201,ΚΡΗΤΗ-Ν.ΚΥΔΩΝΙΑΣ,NEAS KYDONIAS,ΚΡΗΤΗ-ΑΓ.ΜΑΡΙΝΑΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ SANTA MARINA,ΑΓΙΑ ΜΑΡΙΝΑ,AGIA MARINA  - ENANTI HOTEL 'SANTA MARINA',KRITI,ΧΑΝΙΩΝ,Chania,1,23.9402771,35.51750183,POINT (494435.2258286613 3930146.920635768)
2c8a3e04-2024-4b22-96d5-5168a05d1245.409,94180301,GR4340180394180301,ΚΡΗΤΗ-Ν.ΚΥΔΩΝΙΑΣ,NEAS KYDONIAS,ΚΡΗΤΗ-ΓΑΛΑΤΑ,ΕΝΑΝΤΙ ΚΕΝΤΡΟΥ ΣΑΛΑΒΑΝΤΕΣ,ΚΑΛΑΜΑΚΙ,KALAMAKI  - ENANTI KENTROU SALAVANTES,KRITI,ΧΑΝΙΩΝ,Chania,1,23.92000008,35.50500107,POINT (492595.419795213 3928761.898495524)
2c8a3e04-2024-4b22-96d5-5168a05d1245.410,94180401,GR4340180494180401,ΚΡΗΤΗ-Ν.ΚΥΔΩΝΙΑΣ,NEAS KYDONIAS,ΚΡΗΤΗ-ΣΤΑΛΟΥ,ΕΝΑΝΤΙ ΚΕΝΤΡΟΥ ΚΑΤΙ ΑΛΛΟ,ΣΤΑΛΟΣ,STALOS  - ENANTI KENTROU 'KATI ALLO',KRITI,ΧΑΝΙΩΝ,Chania,1,23.93888855,35.51666641,POINT (494309.2227954619 3930054.613042181)
2c8a3e04-2024-4b22-96d5-5168a05d1245.411,43190301,GR1430190143190301,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΧΛΑΔΙΑ,ACHLADIA,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.4683342,39.13999939,POINT (453902.9191590837 4332160.059756113)
2c8a3e04-2024-4b22-96d5-5168a05d1245.412,43190401,GR1430190143190401,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΒΡΩΜΟΛΙΜΝΟΣ,VROMOLIMNOS,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.44666672,39.13499832,POINT (452027.11444108875 4331616.373141826)
2c8a3e04-2024-4b22-96d5-5168a05d1245.413,43190501,GR1430190143190501,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΚΑΝΑΠΙΤΣΑ,KANAPITSA,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.46333313,39.13999939,POINT (453470.80849293794 4332162.602583994)
2c8a3e04-2024-4b22-96d5-5168a05d1245.414,43190601,GR1430190143190601,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,200 Μ.ΑΠΟ ΑΡΙΣΤ.ΑΚΡΟ ΑΚΤΗΣ,ΚΟΥΚΟΥΝΑΡΙΕΣ,KOUKOUNARIES - 200M APO ARISTERO AKRO,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.4066658,39.15333176,POINT (448583.2797245343 4333672.724265272)
2c8a3e04-2024-4b22-96d5-5168a05d1245.415,55030301,GR1150030655030301,ΕΛΕΥΘΕΡΩΝ,ELEFTHERON,Ν.ΗΡΑΚΛΙΤΣΑΣ,ΞΕΝΟΔΟΧΕΙΟ 'ΜΠΟΥΡΝΕΛΗ',Ν.ΗΡΑΚΛΙΤΣΑ,NEA IRAKLITSA - HOTEL BOURNELI,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.31666756,40.87166595,POINT (526534.4219517556 4524273.339678343)
